"Business Unit","Set Id","Set Name","Answer Id","Answer Method","Answer User Id","Answered Time","Attribute","Entity Id","Entity Type Code","Instance Seq","Locale","Localized Value","Question Code","Uom Code","Value","Secondary CSV","Secondary Answer 1","Secondary Answer 2","Secondary Answer 3","Secondary Answer 4","Value Type","Session Id","Activity Id","Answer Subsite Id","Experiment Name","Is User Deactivated","Repetition","User Deactivated Reason","User Deactivated UserId","User Deactivated DateTime","Is Relative Deactivated","Relative Deactivated Reason","Relative Deactivated UserId","Relative Deactivated DateTime","Overall Deactivated Status","Planting Year","Season","Regional Hub","Product Material Id","Product Name","Product Brand","Internal Seed Material Id","Internal Seed Line Code","Internal Seed Pre-Commercial Name","Internal Seed Origin","Internal Seed Barcode","Internal SeedConstructs","Internal Seed Transgenic Events","Entry Id","Entry Deactivation Reason","Entry Rep Number","Subsite Name","Subsite Id","Site Name","Homesite Name","Plot Rep","Plot Column","Plot Range","Plot Id","Treatment Number","Treatment Id","Block Id","Variable 1 Condensed","Variable 1 Blocking Factory Only","Variable 1 Name","Variable 1 Level","Variable 1 Uom","Variable 2 Condensed","Variable 2 Blocking Factory Only","Variable 2 Name","Variable 2 Level","Variable 2 Uom","Variable 3 Condensed","Variable 3 Blocking Factory Only","Variable 3 Name","Variable 3 Level","Variable 3 Uom","Variable 4 Condensed","Variable 4 Blocking Factory Only","Variable 4 Name","Variable 4 Level","Variable 4 Uom","Treatment Description","Experiment Design","Analysis Model","Experiment Id"
"Plant Biotechnology",192416,"MSOY05 L01","41428342-a5d2-4256-8792-e605a49620ba","User Collected","GMPXW","2023-05-22T20:57:25.276000Z","Primary Business","13542094","SET_ENTRY","C5972-I31","en-US","7","DSP","PCT","7","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539898,,,"AG3555<GM_S22666035>","10730035","[""pMON52051"",""pMON428514""]","[""GM_A19788"",""GM_S22666035""]",13542094,,8,,,,,,,,,2,3791909,56668,"Internal Seed AG3555<GM_S22666035>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","AG3555<GM_S22666035>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","563bc9f4-a55b-4318-86e8-2887c80b3408","User Collected","GMPXW","2023-05-22T20:57:25.036000Z","Primary Business","13542085","SET_ENTRY","C5972-I31","en-US","38","DSP","PCT","38","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539898,,,"AG3555<GM_S22666035>","10730035","[""pMON52051"",""pMON428514""]","[""GM_A19788"",""GM_S22666035""]",13542085,,3,,,,,,,,,2,3791909,56668,"Internal Seed AG3555<GM_S22666035>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","AG3555<GM_S22666035>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","cb6725ba-a07f-46dc-af03-3edd8e4375c2","User Collected","GMPXW","2023-05-22T20:57:24.365000Z","Primary Business","13542067","SET_ENTRY","C5972-I31","en-US","91","DSP","PCT","91","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539893,,,"M-SOY5942<GM_S22657257>","10730033","[""pMON427073""]","[""GM_S22657257""]",13542067,,2,,,,,,,,,1,3791908,56668,"Internal Seed M-SOY5942<GM_S22657257>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","M-SOY5942<GM_S22657257>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","47dc852c-58ee-4f40-83de-237f1d29ce2c","User Collected","GMPXW","2023-05-22T20:57:25.203000Z","Primary Business","13542091","SET_ENTRY","C5972-I31","en-US","49","DSP","PCT","49","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539898,,,"AG3555<GM_S22666035>","10730035","[""pMON52051"",""pMON428514""]","[""GM_A19788"",""GM_S22666035""]",13542091,,5,,,,,,,,,2,3791909,56668,"Internal Seed AG3555<GM_S22666035>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","AG3555<GM_S22666035>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","d9675a32-97be-42f2-a186-3f43d7d66e80","User Collected","GMPXW","2023-05-22T20:57:24.301000Z","Primary Business","13542073","SET_ENTRY","C5972-I31","en-US","35","DSP","PCT","35","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539893,,,"M-SOY5942<GM_S22657257>","10730033","[""pMON427073""]","[""GM_S22657257""]",13542073,,5,,,,,,,,,1,3791908,56668,"Internal Seed M-SOY5942<GM_S22657257>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","M-SOY5942<GM_S22657257>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","83d3c204-e854-4311-9449-004aff063de6","User Collected","GMPXW","2023-05-22T20:57:24.299000Z","Primary Business","13542069","SET_ENTRY","C5972-I31","en-US","63","DSP","PCT","63","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539893,,,"M-SOY5942<GM_S22657257>","10730033","[""pMON427073""]","[""GM_S22657257""]",13542069,,3,,,,,,,,,1,3791908,56668,"Internal Seed M-SOY5942<GM_S22657257>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","M-SOY5942<GM_S22657257>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","5045aa48-9567-4de6-87f0-582013f7ba8a","User Collected","GMPXW","2023-05-22T20:57:25.279000Z","Primary Business","13542095","SET_ENTRY","C5972-I31","en-US","76","DSP","PCT","76","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539898,,,"AG3555<GM_S22666035>","10730035","[""pMON52051"",""pMON428514""]","[""GM_A19788"",""GM_S22666035""]",13542095,,2,,,,,,,,,10,3791917,56668,"Internal Seed Null,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","Null","",,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","27353857-1eb1-4c61-9cbb-9b478f1967f5","User Collected","GMPXW","2023-05-22T20:57:25.451000Z","Primary Business","13542097","SET_ENTRY","C5972-I31","en-US","45","DSP","PCT","45","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542097,,1,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","0b09dade-9b35-4a8f-8b4e-88a3a9673b87","User Collected","GMPXW","2023-05-22T20:57:25.265000Z","Primary Business","13542093","SET_ENTRY","C5972-I31","en-US","54","DSP","PCT","54","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539898,,,"AG3555<GM_S22666035>","10730035","[""pMON52051"",""pMON428514""]","[""GM_A19788"",""GM_S22666035""]",13542093,,7,,,,,,,,,2,3791909,56668,"Internal Seed AG3555<GM_S22666035>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","AG3555<GM_S22666035>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","b414fe22-a107-45cd-946e-1d2fc327d3bc","User Collected","GMPXW","2023-05-22T20:57:25.469000Z","Primary Business","13542101","SET_ENTRY","C5972-I31","en-US","77","DSP","PCT","77","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542101,,3,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","f903656a-db53-46e0-8c6b-997791bcffed","User Collected","GMPXW","2023-05-22T20:57:25.466000Z","Primary Business","13542100","SET_ENTRY","C5972-I31","en-US","52","DSP","PCT","52","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542100,,2,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","309ef484-9509-424c-a6bf-d69f887cc54c","User Collected","GMPXW","2023-05-22T20:57:25.586000Z","Primary Business","13542106","SET_ENTRY","C5972-I31","en-US","35","DSP","PCT","35","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542106,,5,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","047c3e3a-2b89-4abb-b18e-93bbd1f918ef","User Collected","GMPXW","2023-05-22T20:57:25.576000Z","Primary Business","13542104","SET_ENTRY","C5972-I31","en-US","17","DSP","PCT","17","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542104,,4,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","dffc3618-4bf3-4ec4-97f3-5eccf8747975","User Collected","GMPXW","2023-05-22T20:57:25.664000Z","Primary Business","13542110","SET_ENTRY","C5972-I31","en-US","86","DSP","PCT","86","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542110,,3,,,,,,,,,10,3791917,56668,"Internal Seed Null,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","Null","",,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","a545c99d-d302-4d2d-bae0-5a132f7cedc5","User Collected","GMPXW","2023-05-22T20:57:25.588000Z","Primary Business","13542107","SET_ENTRY","C5972-I31","en-US","43","DSP","PCT","43","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542107,,6,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","11e8b972-cb0b-48e3-bf22-d8d12539e1c2","User Collected","GMPXW","2023-05-22T20:57:25.593000Z","Primary Business","13542108","SET_ENTRY","C5972-I31","en-US","85","DSP","PCT","85","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542108,,7,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","ac7da69c-1b46-47b2-b178-3e27c02b1364","User Collected","GMPXW","2023-05-22T20:57:25.666000Z","Primary Business","13542109","SET_ENTRY","C5972-I31","en-US","35","DSP","PCT","35","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539900,,,"A3555<GM_S22692864>","10729548","[""pMON131712""]","[""GM_S22692864""]",13542109,,8,,,,,,,,,3,3791910,56668,"Internal Seed A3555<GM_S22692864>,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","A3555<GM_S22692864>",,,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
"Plant Biotechnology",192416,"MSOY05 L01","73e6b2e4-936f-427c-940a-aa0c1dac2f46","User Collected","GMPXW","2023-05-22T20:57:25.878000Z","Primary Business","13542113","SET_ENTRY","C5972-I31","en-US","1","DSP","PCT","1","User Collected,14 Days,Soybeans,Leaf","ANSM: User Collected","TAIET: 14 Days","TAXA: Soybeans","TISTY: Leaf","NUMBER",,,,"MSOY05",false,,,,,,,,,false,,,,,,,539899,,,"A3555<GM_S22694290>","10729547","[""pMON425781""]","[""GM_S22694290""]",13542113,,4,,,,,,,,,10,3791917,56668,"Internal Seed Null,
Microorganisms PHAKPA,
Inoculum Concentration 2,000,000 PROP_PER_ML,
Inoculum Application Rate 1 ML_PER_EU",false,"Internal Seed","Null","",,,,,,,,,,,,,,,,,"rcb","RCB BLUE",30683
